id_user;name;username;rating;date;nama_objek;id_objek;;
393;480fandyr;/Profile/480fandyr;30;Apr-17;Dataran Tinggi Berastagi;938;;
601;AbrahamAnton;/Profile/AbrahamAnton;50;Feb-19;Dataran Tinggi Berastagi;938;;
1064;Ahmad Wijaya;/Profile/AhmadWijaya17;50;Mar-18;Dataran Tinggi Berastagi;938;;
1064;Ahmad Wijaya;/Profile/Ahmadwijay;40;Nov-16;Dataran Tinggi Berastagi;938;;
1083;aieindah;/Profile/aieindah;30;Des 2015;Dataran Tinggi Berastagi;938;;
1118;ajannifar;/Profile/ajannifar;30;Mar-17;Dataran Tinggi Berastagi;938;;
1207;Albert_Prasetia;/Profile/Albert_Prasetia;40;Agt 2015;Dataran Tinggi Berastagi;938;;
1275;AlexSayok1;/Profile/AlexSayok1;50;Feb-19;Dataran Tinggi Berastagi;938;;
1282;Alfalegro;/Profile/Alfalegro;40;Sep-16;Dataran Tinggi Berastagi;938;;
1622;Andersen Yan;/Profile/Andersend27;40;Jan-17;Dataran Tinggi Berastagi;938;;
1690;Andre and Lusi;/Profile/Hantohalim;30;Jan-16;Dataran Tinggi Berastagi;938;;
1914;ANGGREK306;/Profile/ANGGREK306;40;Des 2015;Dataran Tinggi Berastagi;938;;
1922;Angkasa88;/Profile/Angkasa88;50;Mar-17;Dataran Tinggi Berastagi;938;;
2092;AnthoniuSmg;/Profile/AnthoniuSmg;50;Jan-16;Dataran Tinggi Berastagi;938;;
2765;avifa u;/Profile/avifau;50;Nov-17;Dataran Tinggi Berastagi;938;;
3036;Balistar Holida... T;/Profile/balistarholidayst;50;Nov-17;Dataran Tinggi Berastagi;938;;
3212;Bee;/Profile/happyb3e;40;Jun-17;Dataran Tinggi Berastagi;938;;
3364;biancamasrin;/Profile/biancamasrin;30;Sep-16;Dataran Tinggi Berastagi;938;;
3455;bloodybigaussie;/Profile/bloodybigaussie;30;Des 2016;Dataran Tinggi Berastagi;938;;
3636;BTSSOFT C;/Profile/btssoftc;40;Agt 2015;Dataran Tinggi Berastagi;938;;
3658;Budi S;/Profile/937budis;50;Mar-16;Dataran Tinggi Berastagi;938;;
4204;Chyntiarizky;/Profile/Chyntiarizky;40;Des 2017;Dataran Tinggi Berastagi;938;;
4733;David D;/Profile/Z891QOdavidd;40;Jun-16;Dataran Tinggi Berastagi;938;;
4995;dennysitohang;/Profile/dennysitohang;40;Mei 2016;Dataran Tinggi Berastagi;938;;
5163;Dewi160479;/Profile/Dewi160479;50;Jan-16;Dataran Tinggi Berastagi;938;;
5283;Dian L;/Profile/DianL66;50;Jan-17;Dataran Tinggi Berastagi;938;;
5559;Dizzman;/Profile/Dizzman;30;Agt 2015;Dataran Tinggi Berastagi;938;;
6149;Elisda G;/Profile/elisdag2016;50;Agt 2016;Dataran Tinggi Berastagi;938;;
6284;emmyoctavia;/Profile/emmyoctavia;50;Okt 2016;Dataran Tinggi Berastagi;938;;
6471;Erwi H;/Profile/ErwiH;40;Feb-17;Dataran Tinggi Berastagi;938;;
6478;Erwin Sun;/Profile/ErwinS1339;50;Jun-18;Dataran Tinggi Berastagi;938;;
6564;Eva675;/Profile/Eva675;40;Mar-16;Dataran Tinggi Berastagi;938;;
6677;fadhlan_akbar96;/Profile/fadhlan_akbar96;30;Des 2015;Dataran Tinggi Berastagi;938;;
6829;FarAway727043;/Profile/FarAway727043;50;Agt 2017;Dataran Tinggi Berastagi;938;;
7043;FerdyDenny_Tulong;/Profile/FerdyDenny_Tulong;40;Agt 2015;Dataran Tinggi Berastagi;938;;
7224;fitrigirsang;/Profile/fitrigirsang;50;Sep-15;Dataran Tinggi Berastagi;938;;
7233;fitrizandra;/Profile/fitrizandra;40;Feb-16;Dataran Tinggi Berastagi;938;;
7643;Gifari A;/Profile/gifaria;40;Sep-15;Dataran Tinggi Berastagi;938;;
7809;Grasella;/Profile/Graselladk;40;Apr-19;Dataran Tinggi Berastagi;938;;
8117;Happyhealthytravelle;/Profile/Happyhealthytravelle;40;Mar-17;Dataran Tinggi Berastagi;938;;
8389;Henry P;/Profile/henryj279;50;Feb-19;Dataran Tinggi Berastagi;938;;
8595;honestkaro;/Profile/honestkaro;50;Des 2016;Dataran Tinggi Berastagi;938;;
8754;Ichazizah;/Profile/Ichazizah;40;Mar-16;Dataran Tinggi Berastagi;938;;
9131;intan mora;/Profile/intanmora;40;Feb-19;Dataran Tinggi Berastagi;938;;
9322;IsseyMatNoh;/Profile/IsseyMatNoh;30;Nov-15;Dataran Tinggi Berastagi;938;;
9345;italianresto;/Profile/italianresto;40;Jul-15;Dataran Tinggi Berastagi;938;;
9528;JalanJalanBerdua;/Profile/JalanJalanBerdua;50;Jul-15;Dataran Tinggi Berastagi;938;;
9934;Jktmale;/Profile/Jktmale;40;Nov-16;Dataran Tinggi Berastagi;938;;
10144;jonnysutejo;/Profile/jonnysutejo;40;Jan-18;Dataran Tinggi Berastagi;938;;
10624;kcatur52;/Profile/kcatur52;50;Sep-19;Dataran Tinggi Berastagi;938;;
10890;kk_funky;/Profile/kk_funky;30;Des 2015;Dataran Tinggi Berastagi;938;;
10947;Kool123934;/Profile/Kool123934;40;Apr-17;Dataran Tinggi Berastagi;938;;
11169;langgeng14;/Profile/langgeng14;50;Jun-18;Dataran Tinggi Berastagi;938;;
11169;langgeng14;/Profile/langgeng14;50;Des 2016;Dataran Tinggi Berastagi;938;;
11169;langgeng14;/Profile/langgeng14;50;Jul-16;Dataran Tinggi Berastagi;938;;
11169;langgeng14;/Profile/langgeng14;40;Feb-16;Dataran Tinggi Berastagi;938;;
11605;Lisa Tanoko;/Profile/lisatanoko;50;Okt 2017;Dataran Tinggi Berastagi;938;;
12016;mahidin;/Profile/mahidin;40;Jan-19;Dataran Tinggi Berastagi;938;;
12132;mapleyap;/Profile/mapleyap;40;Des 2016;Dataran Tinggi Berastagi;938;;
12207;Maria Z;/Profile/MZhu;40;Okt 2016;Dataran Tinggi Berastagi;938;;
12227;Marie M;/Profile/MarieM5487;50;Des 2016;Dataran Tinggi Berastagi;938;;
12502;mayez;/Profile/mayez;50;Feb-19;Dataran Tinggi Berastagi;938;;
12513;Maze K;/Profile/822mazek;30;Apr-17;Dataran Tinggi Berastagi;938;;
12550;Medi L;/Profile/P7821HQhannahs;40;Apr-16;Dataran Tinggi Berastagi;938;;
12580;Mei F;/Profile/MeiF99;50;Mar-18;Dataran Tinggi Berastagi;938;;
12610;mekros;/Profile/mekros;40;Feb-17;Dataran Tinggi Berastagi;938;;
13115;Moly S;/Profile/moelycarry;50;Feb-16;Dataran Tinggi Berastagi;938;;
13355;muhammadZaki;/Profile/muhammadZ777;50;Nov-16;Dataran Tinggi Berastagi;938;;
13441;MWN508;/Profile/MWN508;40;Jul-15;Dataran Tinggi Berastagi;938;;
13504;Nadia R;/Profile/NadiaR2288;50;Nov-17;Dataran Tinggi Berastagi;938;;
13654;Natalia S;/Profile/NataliaS8845;50;Des 2017;Dataran Tinggi Berastagi;938;;
14007;Nirwana90;/Profile/Nirwana90;40;Feb-17;Dataran Tinggi Berastagi;938;;
14147;novi_mon;/Profile/novi_mon;40;Jan-16;Dataran Tinggi Berastagi;938;;
14189;noviwen89;/Profile/noviwen89;40;Mar-16;Dataran Tinggi Berastagi;938;;
14303;Nurwahid tarigan;/Profile/Bangblack;50;Jul-20;Dataran Tinggi Berastagi;938;;
14577;pahlaweraaryanti;/Profile/pahlaweraaryanti;40;Jun-16;Dataran Tinggi Berastagi;938;;
14961;Pitt;/Profile/thien_phei;50;Jun-19;Dataran Tinggi Berastagi;938;;
15031;Pradana S;/Profile/919pradanas;50;Okt 2015;Dataran Tinggi Berastagi;938;;
15128;proparlay88;/Profile/proparlay88;50;Jan-21;Dataran Tinggi Berastagi;938;;
15797;Resti M;/Profile/RestiM28;50;Sep-18;Dataran Tinggi Berastagi;938;;
15958;Richard_Sembiring;/Profile/Richard_Sembiring;50;Mar-17;Dataran Tinggi Berastagi;938;;
16249;Rizki A;/Profile/19rizkia;40;Jul-17;Dataran Tinggi Berastagi;938;;
16420;romentisitanggan2017;/Profile/romentisitanggan2017;50;Mar-17;Dataran Tinggi Berastagi;938;;
16586;Rudianto G;/Profile/RudiantoG7;50;Sep-17;Dataran Tinggi Berastagi;938;;
16591;RudiW16;/Profile/RudiW16;50;Sep-15;Dataran Tinggi Berastagi;938;;
16630;ruslananwar;/Profile/ruslananwar;50;Nov-15;Dataran Tinggi Berastagi;938;;
16750;sahat-marpaung;/Profile/sahat-marpaung;40;Okt 2016;Dataran Tinggi Berastagi;938;;
17707;Soerbakti;/Profile/Soerbakti;50;Mar-16;Dataran Tinggi Berastagi;938;;
17833;sryatman;/Profile/sryatman;40;Jun-16;Dataran Tinggi Berastagi;938;;
17883;Stefen W;/Profile/stefenw_86;30;Jul-18;Dataran Tinggi Berastagi;938;;
18077;Sumantri H;/Profile/sumantrih;30;Jul-17;Dataran Tinggi Berastagi;938;;
18188;Susanto Su;/Profile/numberone_medanfair;20;Agt 2019;Dataran Tinggi Berastagi;938;;
18389;tamandoy;/Profile/tamandoy;20;Mar-16;Dataran Tinggi Berastagi;938;;
18575;tepas2000;/Profile/tepas2000;40;Agt 2016;Dataran Tinggi Berastagi;938;;
18895;tjutjukbs;/Profile/tjutjukbs;40;Apr-17;Dataran Tinggi Berastagi;938;;
19680;vivin adilla;/Profile/vivinadilla;40;Mei 2018;Dataran Tinggi Berastagi;938;;
20125;winny_intan;/Profile/winny_intan;50;Agt 2015;Dataran Tinggi Berastagi;938;;
20366;yasin212;/Profile/yasin212;30;Des 2016;Dataran Tinggi Berastagi;938;;
20726;Yupiisnaini;/Profile/Yupiisnaini;40;Nov-16;Dataran Tinggi Berastagi;938;;
20940;��🇩Hartonoswanopati🇮🇩;/Profile/harswan;40;Okt 2016;Dataran Tinggi Berastagi;938;;
454;77yunital;/Profile/77yunital;30;Sep-16;Dataran Tinggi Dieng;937;;
644;ADA_QTOUR;/Profile/adeevikartika11;40;Nov-17;Dataran Tinggi Dieng;937;;
661;ade;/Profile/adel_dy;50;Jul-19;Dataran Tinggi Dieng;937;;
889;afriyaniika;/Profile/afriyaniika;50;Jan-17;Dataran Tinggi Dieng;937;;
1022;Agusti Esden;/Profile/AgustiEsden;40;Jan-17;Dataran Tinggi Dieng;937;;
1282;Alfalegro;/Profile/Alfalegro;40;Des 2018;Dataran Tinggi Dieng;937;;
2131;Antonius p;/Profile/Lisiatraveler;40;Jan-20;Dataran Tinggi Dieng;937;;
2630;Astika S;/Profile/AstikaS12;50;Agt 2018;Dataran Tinggi Dieng;937;;
2651;Astuti Suryandari;/Profile/astuti_suryandari;50;Jul-19;Dataran Tinggi Dieng;937;;
2783;away_mak;/Profile/away_mak;40;Jul-16;Dataran Tinggi Dieng;937;;
2903;Aziz B;/Profile/81azizb;50;Jul-16;Dataran Tinggi Dieng;937;;
4511;d2elysa;/Profile/d2elysa;50;Mei 2016;Dataran Tinggi Dieng;937;;
4567;dammer_thetraveler;/Profile/dammer_thetraveler;40;Jun-18;Dataran Tinggi Dieng;937;;
4655;Dany fw;/Profile/2803danyw;40;Sep-16;Dataran Tinggi Dieng;937;;
5168;dewikartini;/Profile/dewikartini;40;Jul-16;Dataran Tinggi Dieng;937;;
5271;DiahFY;/Profile/DiahFY;50;Agt 2019;Dataran Tinggi Dieng;937;;
5295;Dian Traveler;/Profile/travelerpg32;50;Feb-20;Dataran Tinggi Dieng;937;;
5439;Dina;/Profile/Dyna_Viera;50;Apr-19;Dataran Tinggi Dieng;937;;
5564;Djakarta98;/Profile/Djakarta98;50;Jul-16;Dataran Tinggi Dieng;937;;
5712;D'priority t;/Profile/Quest730168;50;Mar-18;Dataran Tinggi Dieng;937;;
5773;DuniaNana;/Profile/DuniaNana;40;Mar-17;Dataran Tinggi Dieng;937;;
6743;Faiz;/Profile/muhammadf41z;40;Sep-19;Dataran Tinggi Dieng;937;;
7167;firman imam;/Profile/firmanimam;40;Okt 2018;Dataran Tinggi Dieng;937;;
7416;full house banyumili Johar dieng;/Profile/banyumilijohar;50;Jan-20;Dataran Tinggi Dieng;937;;
7555;Gembel_Traveller;/Profile/Gembel_Traveller;40;Jun-16;Dataran Tinggi Dieng;937;;
7592;gerandis;/Profile/gerandis;40;Feb-17;Dataran Tinggi Dieng;937;;
7644;gigih o;/Profile/gigih0;50;Jan-18;Dataran Tinggi Dieng;937;;
8158;Hariyanto KTM;/Profile/HariyantoK5;40;Apr-18;Dataran Tinggi Dieng;937;;
8162;harm0k0;/Profile/harm0k0;50;Jun-18;Dataran Tinggi Dieng;937;;
8336;Hendriana E;/Profile/HendrianaE;50;Apr-18;Dataran Tinggi Dieng;937;;
8498;Hery Ndok;/Profile/HeryN45;50;Mei 2018;Dataran Tinggi Dieng;937;;
8594;homestayjohar;/Profile/homestayjohar;50;Jul-17;Dataran Tinggi Dieng;937;;
8792;Idri5;/Profile/Idri5;50;Des 2016;Dataran Tinggi Dieng;937;;
8928;imamsan;/Profile/imamsan;40;Agt 2018;Dataran Tinggi Dieng;937;;
9250;irnasoemardi;/Profile/irnasoemardi;40;Agt 2016;Dataran Tinggi Dieng;937;;
9404;iwan1119;/Profile/iwan1119;50;Jan-18;Dataran Tinggi Dieng;937;;
9658;Java Tour Explore;/Profile/JavaTourExplore;50;Mar-19;Dataran Tinggi Dieng;937;;
9661;Javamarinaholiday;/Profile/javamarinaholiday;50;Mei 2019;Dataran Tinggi Dieng;937;;
9760;Jenar Aribowo;/Profile/awantenggara;50;Sep-18;Dataran Tinggi Dieng;937;;
9765;Jengajeng;/Profile/Jengajeng;50;Agt 2019;Dataran Tinggi Dieng;937;;
9852;Jesslyn W;/Profile/Ujezzz;50;Mei 2016;Dataran Tinggi Dieng;937;;
10326;jung s;/Profile/jungs136;40;Des 2016;Dataran Tinggi Dieng;937;;
10362;JustitiaSW;/Profile/JustitiaSW;50;Mar-17;Dataran Tinggi Dieng;937;;
10449;kakrossella;/Profile/kakrossella;50;Jan-18;Dataran Tinggi Dieng;937;;
10461;KamalFaza;/Profile/KamalFaza;50;Des 2018;Dataran Tinggi Dieng;937;;
10757;Kgb S;/Profile/KgbS1;40;Jul-19;Dataran Tinggi Dieng;937;;
10804;Kian Rent Car Jakarta Indonesia;/Profile/RentCarJakarta;50;Nov-20;Dataran Tinggi Dieng;937;;
10820;Kiky A;/Profile/kikya2018;50;Jan-18;Dataran Tinggi Dieng;937;;
10906;Kocepgacul;/Profile/Kocepgacul;50;Jun-16;Dataran Tinggi Dieng;937;;
11092;Kuwat Basuki;/Profile/KUWAT_BASUKI;50;Jan-19;Dataran Tinggi Dieng;937;;
11236;Laurentia Christa Hermyn;/Profile/laurential2016;50;Jun-16;Dataran Tinggi Dieng;937;;
11486;Lilik d;/Profile/Lilikd21;50;Jul-17;Dataran Tinggi Dieng;937;;
11683;loe2gw;/Profile/loe2gw;40;Sep-16;Dataran Tinggi Dieng;937;;
11923;M3liana;/Profile/M3liana;50;Mar-18;Dataran Tinggi Dieng;937;;
12191;Maria A;/Profile/MariaA16140;50;Jul-16;Dataran Tinggi Dieng;937;;
12790;michabreh;/Profile/michabreh;30;Mei 2016;Dataran Tinggi Dieng;937;;
13017;Mister P;/Profile/MisterP6;50;Mar-17;Dataran Tinggi Dieng;937;;
13024;mitapuspa1;/Profile/mitapuspa1;40;Jul-19;Dataran Tinggi Dieng;937;;
13024;mitapuspa1;/Profile/mitapuspa1;50;Jul-18;Dataran Tinggi Dieng;937;;
13036;Mitra Prima Daya;/Profile/587mitrap;50;Des 2019;Dataran Tinggi Dieng;937;;
13288;Muhamad Fahmi;/Profile/285muhamadfahmi;50;Jan-18;Dataran Tinggi Dieng;937;;
13454;mycutierAbbitSince2000;/Profile/irnandas2018;40;Jul-18;Dataran Tinggi Dieng;937;;
13482;N4n41ndr4;/Profile/N4n41ndr4;40;Apr-18;Dataran Tinggi Dieng;937;;
14141;Novi A;/Profile/noviarthanti;50;Okt 2016;Dataran Tinggi Dieng;937;;
14182;Novita21;/Profile/Novita21;40;Mei 2016;Dataran Tinggi Dieng;937;;
14244;Nur I;/Profile/NurI398;50;Jan-17;Dataran Tinggi Dieng;937;;
14288;Nurul Annisa M;/Profile/NurulAnnisaM;50;Jul-16;Dataran Tinggi Dieng;937;;
14291;Nurul H;/Profile/nurulh36;50;Okt 2016;Dataran Tinggi Dieng;937;;
14800;Pepen J;/Profile/PepenJ2;40;Feb-19;Dataran Tinggi Dieng;937;;
15267;QnoyKriting;/Profile/QnoyKriting;50;Sep-18;Dataran Tinggi Dieng;937;;
15308;r3ni;/Profile/r3ni;40;Agt 2016;Dataran Tinggi Dieng;937;;
15365;Rae Hutapea;/Profile/raschelhtp;50;Mar-19;Dataran Tinggi Dieng;937;;
15514;Randiran;/Profile/Randiran;50;Des 2017;Dataran Tinggi Dieng;937;;
15725;Relinda Puspita;/Profile/relindapuspita;40;Sep-16;Dataran Tinggi Dieng;937;;
15772;rent car & tour jogja;/Profile/duljogjatransport;50;Mar-19;Dataran Tinggi Dieng;937;;
15919;Riani Novie;/Profile/rianinovie;50;Jan-19;Dataran Tinggi Dieng;937;;
15927;Rianto mira;/Profile/Riantomira;50;Mei 2017;Dataran Tinggi Dieng;937;;
17242;Setiyawan A;/Profile/agussetya1;50;Agt 2017;Dataran Tinggi Dieng;937;;
17280;shaldua;/Profile/shaldua;40;Jul-17;Dataran Tinggi Dieng;937;;
17390;Sherly Valentine;/Profile/Chikizii;50;Mei 2017;Dataran Tinggi Dieng;937;;
17604;Siska Lie;/Profile/29siskalie;50;Jun-19;Dataran Tinggi Dieng;937;;
17661;slametpr;/Profile/slametpr;50;Agt 2018;Dataran Tinggi Dieng;937;;
17764;Sony;/Profile/sonyliem;40;Jan-20;Dataran Tinggi Dieng;937;;
18032;Sugeng Tahu;/Profile/Sugeng_Tahu;40;Okt 2016;Dataran Tinggi Dieng;937;;
18075;Sultoni D;/Profile/909sultonid;50;Mei 2017;Dataran Tinggi Dieng;937;;
18167;suryaty;/Profile/suryaty;40;Okt 2016;Dataran Tinggi Dieng;937;;
18213;Sutiono;/Profile/Sutiono;40;Jun-16;Dataran Tinggi Dieng;937;;
18238;Suzilawati Bach... T;/Profile/suzilawatibachtart;50;Des 2019;Dataran Tinggi Dieng;937;;
18493;tatoillah2015;/Profile/tatoillah2015;30;Jul-16;Dataran Tinggi Dieng;937;;
18841;Tio_12;/Profile/Tio_12;50;Okt 2016;Dataran Tinggi Dieng;937;;
19136;trienita45;/Profile/trienita45;50;Okt 2017;Dataran Tinggi Dieng;937;;
19647;Viscayuni;/Profile/Viscayuni;40;Des 2017;Dataran Tinggi Dieng;937;;
19971;Widayatwahyu;/Profile/Adamhappymaker;50;Nov-18;Dataran Tinggi Dieng;937;;
20302;Yaank;/Profile/Octa27;50;Feb-19;Dataran Tinggi Dieng;937;;
20384;yayan supardi;/Profile/yayansupardi;50;Jan-19;Dataran Tinggi Dieng;937;;
20398;Yekti U;/Profile/yektiu;40;Apr-17;Dataran Tinggi Dieng;937;;
20479;yogya-driver-anton;/Profile/yogya-driver-anton;50;Nov-16;Dataran Tinggi Dieng;937;;
20598;Yt. Budi;/Profile/yudhistira_budi;50;Des 2018;Dataran Tinggi Dieng;937;;
20621;Yudhi Prasetyono;/Profile/yudhip1970;40;Jan-20;Dataran Tinggi Dieng;937;;
20740;yusea;/Profile/yusea;40;Jul-16;Dataran Tinggi Dieng;937;;
442;738nurulf;/Profile/738nurulf;50;Mei 2017;Desa Rammang-Rammang;936;;
930;agneswirdayanti;/Profile/agneswirdayanti;50;17-Nov;Desa Rammang-Rammang;936;;
1097;Ainul A;/Profile/ainulanugrah43;40;Mei 2016;Desa Rammang-Rammang;936;;
1175;Alain23;/Profile/alain2303;50;Okt 2019;Desa Rammang-Rammang;936;;
1601;anatsir;/Profile/anatsir;50;16-Jul;Desa Rammang-Rammang;936;;
1638;Andi Fadly;/Profile/Fadly123;30;19-Apr;Desa Rammang-Rammang;936;;
1670;Andimarshall;/Profile/Andimarshall;30;Okt 2015;Desa Rammang-Rammang;936;;
1789;AndriTobing;/Profile/AndriTobing;50;17-Jan;Desa Rammang-Rammang;936;;
2328;Arief B;/Profile/AriefB39;50;17-Jul;Desa Rammang-Rammang;936;;
2330;Arief K;/Profile/AriefK110;50;Okt 2017;Desa Rammang-Rammang;936;;
2413;Aris;/Profile/Arisandroo;50;15-Jun;Desa Rammang-Rammang;936;;
2508;ARWAN M;/Profile/ARWANM8;40;17-Jul;Desa Rammang-Rammang;936;;
2688;atiklarasati;/Profile/atiklarasati;40;Des 2015;Desa Rammang-Rammang;936;;
3228;belgianguy1;/Profile/belgianguy1;50;17-Mar;Desa Rammang-Rammang;936;;
3466;bo9es;/Profile/bo9es;30;16-Mar;Desa Rammang-Rammang;936;;
3658;Budi S;/Profile/486budis;40;Okt 2015;Desa Rammang-Rammang;936;;
3825;cantiquelma;/Profile/elohwindi;50;Agt 2017;Desa Rammang-Rammang;936;;
4200;chunter7;/Profile/chunter7;50;16-Sep;Desa Rammang-Rammang;936;;
4562;Damayanti_16;/Profile/Damayanti_16;40;15-Sep;Desa Rammang-Rammang;936;;
4580;danang m;/Profile/danangm39;40;16-Mar;Desa Rammang-Rammang;936;;
4678;darmawan1965;/Profile/darmawan1965;30;17-Nov;Desa Rammang-Rammang;936;;
4706;DaSha Ferdhi F;/Profile/dashaferdhif;50;Okt 2015;Desa Rammang-Rammang;936;;
5042;DesiSaputri;/Profile/DesiSaputri;50;16-Mar;Desa Rammang-Rammang;936;;
5077;Desy D;/Profile/38desyd;40;16-Jun;Desa Rammang-Rammang;936;;
5357;DickyMaulana;/Profile/DickyMaulana;30;Okt 2015;Desa Rammang-Rammang;936;;
5390;differensiasi;/Profile/differensiasi;50;Des 2018;Desa Rammang-Rammang;936;;
5708;dowsanphsp;/Profile/dnphsp;50;19-Feb;Desa Rammang-Rammang;936;;
5989;effryn;/Profile/effryn;50;Agt 2018;Desa Rammang-Rammang;936;;
6082;ekoprobo;/Profile/ekoprobo;50;16-Nov;Desa Rammang-Rammang;936;;
6213;Elton H;/Profile/VuiHen;50;17-Jul;Desa Rammang-Rammang;936;;
6213;Elton H;/Profile/null;50;17-Jun;Desa Rammang-Rammang;936;;
6415;Erista Murpratiwi;/Profile/eristable;40;16-Feb;Desa Rammang-Rammang;936;;
6655;Ezria A;/Profile/ezriaa;40;Des 2016;Desa Rammang-Rammang;936;;
6876;Fathurrahman;/Profile/KINGFT;50;19-Jan;Desa Rammang-Rammang;936;;
7303;Frances T;/Profile/37francest;50;17-Feb;Desa Rammang-Rammang;936;;
8042;Handi Suyadi;/Profile/handi_suyadi;40;18-Jun;Desa Rammang-Rammang;936;;
8293;Helmi A;/Profile/helmirembol;40;16-Sep;Desa Rammang-Rammang;936;;
8437;herlina s;/Profile/501herlinas;40;17-Jul;Desa Rammang-Rammang;936;;
8442;Herlyana M;/Profile/herlyana29;30;Okt 2018;Desa Rammang-Rammang;936;;
8530;Hidayati D;/Profile/hidayatid2015;40;17-Sep;Desa Rammang-Rammang;936;;
8578;hokigautama26;/Profile/hokigautama26;50;Mei 2017;Desa Rammang-Rammang;936;;
8640;huifen2017;/Profile/huifen2017;30;17-Feb;Desa Rammang-Rammang;936;;
9108;INKA97;/Profile/INKA97;30;Agt 2019;Desa Rammang-Rammang;936;;
9157;ipank14;/Profile/ipank14;50;16-Jul;Desa Rammang-Rammang;936;;
9218;Irfan J;/Profile/411irfanj;40;17-Apr;Desa Rammang-Rammang;936;;
9462;Jack E;/Profile/JackE380;40;16-Feb;Desa Rammang-Rammang;936;;
9476;Jacko trip;/Profile/Jackotrip76;50;Des 2018;Desa Rammang-Rammang;936;;
9608;Janto;/Profile/jtachjadi;40;Agt 2019;Desa Rammang-Rammang;936;;
10272;juliaikasarana;/Profile/juliaikasarana;40;Des 2016;Desa Rammang-Rammang;936;;
10845;kimung003;/Profile/kimung003;40;16-Mar;Desa Rammang-Rammang;936;;
11080;kusaeni;/Profile/kusaeni;30;Agt 2016;Desa Rammang-Rammang;936;;
11120;La_livian;/Profile/La_livian;40;Agt 2016;Desa Rammang-Rammang;936;;
11146;Laily Y;/Profile/lailyyuliani2607;40;16-Apr;Desa Rammang-Rammang;936;;
11667;lizatgmalim;/Profile/lizatgmalim;30;19-Sep;Desa Rammang-Rammang;936;;
12183;margonosie;/Profile/margonosie;50;18-Jan;Desa Rammang-Rammang;936;;
12288;Markus P;/Profile/403markusp;50;Agt 2015;Desa Rammang-Rammang;936;;
12302;marlizaharahap;/Profile/marlizaharahap;40;18-Jul;Desa Rammang-Rammang;936;;
12757;MeyskeLivan;/Profile/MeyskeLivan;50;16-Mar;Desa Rammang-Rammang;936;;
12761;mfakhruddin11;/Profile/mfakhruddin11;40;Mei 2017;Desa Rammang-Rammang;936;;
13242;mrsfarihin;/Profile/mrsfarihin;50;15-Jun;Desa Rammang-Rammang;936;;
13297;Muhammad A;/Profile/muhammadaT9434CU;30;Okt 2015;Desa Rammang-Rammang;936;;
13328;Muhammad M;/Profile/MuhammadM3277;30;17-Apr;Desa Rammang-Rammang;936;;
13338;Muhammad S;/Profile/muhammads753;50;Agt 2015;Desa Rammang-Rammang;936;;
13519;Nadliroh;/Profile/Nadliroh;50;Mei 2015;Desa Rammang-Rammang;936;;
13641;nasrulmaulana;/Profile/nasrulmaulana;40;18-Apr;Desa Rammang-Rammang;936;;
13642;Nasrun_Yusuf;/Profile/Nasrun_Yusuf;50;17-Jun;Desa Rammang-Rammang;936;;
14120;nouvia;/Profile/nouvia;50;Des 2016;Desa Rammang-Rammang;936;;
14130;novaliap;/Profile/novaliap;30;15-Sep;Desa Rammang-Rammang;936;;
14248;Nur S;/Profile/384nurs;50;16-Nov;Desa Rammang-Rammang;936;;
14327;Nyla Lala;/Profile/Itsmenyla;40;Des 2016;Desa Rammang-Rammang;936;;
15097;princes2_ran;/Profile/princes2_ran;50;16-Feb;Desa Rammang-Rammang;936;;
16116;Rinrin Jamrianti;/Profile/rinrinjamrianti;50;18-Jan;Desa Rammang-Rammang;936;;
16167;riska161;/Profile/riska161;40;Agt 2017;Desa Rammang-Rammang;936;;
16288;rizzkaa;/Profile/rizzkaa;50;15-Apr;Desa Rammang-Rammang;936;;
16295;rkm;/Profile/rikaaaaaaa;50;Mei 2017;Desa Rammang-Rammang;936;;
16307;Rob;/Profile/bonz89;50;Okt 2018;Desa Rammang-Rammang;936;;
16326;Robert;/Profile/R5466QJrobertk;50;19-Sep;Desa Rammang-Rammang;936;;
16605;rufina177;/Profile/rufina177;50;Okt 2018;Desa Rammang-Rammang;936;;
16697;s03r;/Profile/s03r;30;Mei 2015;Desa Rammang-Rammang;936;;
16909;Sanisa_Sr;/Profile/Sanisa_Sr;40;17-Jan;Desa Rammang-Rammang;936;;
17034;Sastia Vianny;/Profile/Sastyasas;50;19-Nov;Desa Rammang-Rammang;936;;
17266;shafarul i;/Profile/shafaruli;40;16-Apr;Desa Rammang-Rammang;936;;
17525;silvia f;/Profile/silviaf3931;50;Agt 2017;Desa Rammang-Rammang;936;;
17742;Sombori : Untouch Sulawesi Island;/Profile/316deddy;50;16-Sep;Desa Rammang-Rammang;936;;
18065;sulastrimonalisa;/Profile/sulastrimonalisa;30;15-Sep;Desa Rammang-Rammang;936;;
18148;Suripno Marwanto;/Profile/uripsm;50;Okt 2018;Desa Rammang-Rammang;936;;
18148;Suripno Marwanto;/Profile/uripsm;50;Mei 2016;Desa Rammang-Rammang;936;;
18221;Suwanto Somawid... S;/Profile/suwantosomawidjajas;40;Agt 2019;Desa Rammang-Rammang;936;;
18305;Syamsul Irfan;/Profile/syarfans;40;16-Jan;Desa Rammang-Rammang;936;;
